序号,车名,评分,购买地点,购买时间,购买价格,油耗+里程,序号2,列1,空间,动力,操控,油耗,舒适性,外观,内饰,性价比,购车目的,口碑,质量,追评
8941,昂科威                        2016款 28T 四驱精英型,"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]",重庆,2015/8/1,26.89万元,11.3升/百公里430公里,8941,4.5,5,5,5,4,4,4,4,4,自驾游,口碑                &nbsp;2015年08月12日 发表了口碑                                来自：手机汽车之家                                                    《整体算可以，最优秀就是发动机吧！》                                                                                                                                                                                                                                                                                                                        【最满意】隔音是最满意的地方。【最不满意】后减震是最不满意，倒车如果有点坎，感觉就撞到自己的腰一样。【空间】后排坐中间头部空间有点差，其它都可以。【动力】加速很好，深踩油门动力源源不断。【操控】转向轻巧，但是后减震那真是不舒适。【油耗】油耗满意，希望一直保持这样，对发动机是个考验。【舒适性】座椅两边的空隙太大，前面只能够，后排在满员的情况下舒适度大打折扣。建议别克马上改。【外观】前面比后面好看【内饰】宣传说是真皮实则不是，整体效果还不错，后排地板是平的，这个给个赞。【性价比】整体性价比不如翼虎，如果翼虎后排也能往后移动20公分，我会选择翼虎。【为什么选择这款车】,"质量
                            2016年05月11日 发表了质量评价
                        

                    
                    
                                【车身饰板有缝隙或无法密合或歪掉】
                                
                                        车身外观-车身/漆面-车身饰板有缝隙或无法密合或歪掉
                                
                                【风扇/鼓风机噪音过大】
                                
                                        空调系统-风扇/鼓风机噪音过大
                                
                                【动力系统】
                                
                                        动力系统-发动机故障灯亮（无论是否故障）",
10092,昂科威                        2018款 28T 四驱精英型,"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]",株洲,2019/3/1,21.00万元,10.2升/百公里23000公里,10092,4.5,4,5,4,4,5,5,5,4,上下班购物接送小孩自驾游跑长途,                                        口碑                &nbsp;2021年06月10日 发表了口碑                                                                                    《使用2年后补个作业》                        【最满意】动力总成最满意，2.0T 9AT，力大且平顺。当时2018这款应该正好赶上动力没被阉割，260来P，400Nm，真的是随踩随有。【最不满意】其实这车真的各方面算比较均衡的，硬要说的话后备箱的纵深空间略短吧，其实家用也完全够用了。【空间】本人身高178，体重170，前后排腿部和头部空间都比较舒适。乘坐空间：体型比我再小点的话后排坐三个人横向其实也不拥挤。后备厢容积：日常家用完全够的，要拉大件还是比较勉强，直接叫某拉拉吧。家人乘坐评价：所有坐过这车的亲戚朋友基本都是说：比较宽敞。车内储物能力：门板，手套箱这些基本储物空间都表现及格，就是有个老问题：手机没一个特别合适的地方放。之后自己加了个手机支架。【动力】动力部分这是最满意的点，之前说过，不再赘述。【操控】转向有虚位，偏轻。不过对女士很友好，很家用，哈哈。底盘质感很棒。【油耗】2.3万下来，平均10.2，高速市内，4-6开吧。比较合理，可以接受，但也说不上有多么多么省。【舒适性】这个价位来说，整体隔音，质感等方面都达到个人预期了。【外观】胖乎乎，是我的菜。加上当时正好有看中的陨铁灰有现车，果断就提了。【内饰】豪华感足够，相比现在这两年满世界的大屏科技感可能稍弱一点，不过在个人看来觉得这一套还是更经看。【性价比】这个价位再多一个座椅通风和副驾驶位电动调节的话，我一定给5分，哈哈。【为什么选择这款车】换车之前开了将近4年的标致3008，1.6T 爱信6AT，也很棒，底盘有支撑有韧劲，但是越开就越觉得动力不太够用了。            ,,
9528,昂科威                        2017款 28T 四驱精英型,"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]",乌鲁木齐,2017/4/1,23.99万元,9.5升/百公里2500公里,9528,4.5,5,5,5,4,4,5,5,5,上下班自驾游跑长途,                                        口碑                &nbsp;2017年07月01日 发表了口碑                                来自：汽车之家iPhone版                                                    《昂科威提车后2500公里驾乘感受》                        【最满意】内饰和动力【最不满意】副驾驶不是电动座椅。【空间】本人183，前排后排乘坐头部，腿部空间都很充足。后备箱空间也很大。【动力】28T的动力非常充裕，推背感非常强烈【操控】方向盘很轻，指向准确，操控性很好。【油耗】目前行驶了2500 ，一般市区偏的多，油耗在9.5左右，全系标配发动机起停，还是很有用的。【舒适性】悬架适中，细微的震动过滤的很好，通过性也不错，座椅包裹也很不错。别克车感觉比其他同级别的车开起来重心稳，转弯侧倾不是很明显。【外观】外观很时尚，运动的感觉，我选的是白色的，让人感觉比其他颜色的要大一点。【内饰】内饰是最满意得，当时看了其他车型的内饰，就觉得别克的最好看，很显档次，大多数都是用的软材料，非常不错。【性价比】这个价格买的还是很划算得，个人觉得性价比很高。【为什么选择这款车】看了途观，科迪亚克，觉得没昂科威性价比高，日系不在考虑范围。            ,,
7948,昂科威                        2015款 20T 两驱精英型,"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]",宜昌,2015/7/1,23.59万元,7.8升/百公里5880公里,7948,4.25,4,3,5,5,4,4,4,4,上下班购物接送小孩自驾游,口碑                &nbsp;2015年10月06日 发表了口碑                                                                                    《一辆值得拥有的超值的SUV》                        【最满意】油耗真的可以很低，只要你会使用，可以达到7个以下【最不满意】只要喜欢它，基本没有什么不满意的，但是后排的头部空间有所欠缺有待提高（由于我不丙后排，感受不是太多）【空间】前排空间相当好，后排腿部空间不错，就是头部空间不足【动力】只要不追求强烈的推背感，温柔的加速，也还是不错的【操控】超控感不错，指向明确，手感轻柔【油耗】可以给你很多惊喜，只要你控制的好，可以更低【舒适性】比较舒适，座椅宽大，硬度适中【外观】大气稳重厚实有男人气魄【内饰】算是这个级别车中最有豪华感的了【性价比】虽然动力各项指标都比自然吸气的2.0的车强些，但是毕竟是1.5T的，价格若低个2万左右性价比就高了【为什么选择这款车】14年10月左右看了多款SUV（先看的CRV优惠5000，但是后排座椅角度不可调；再森林人，内饰简单，无优惠，暂定；然后看奇骏，空间大，底盘高，座椅舒适，但是刚出厂，无优惠，铁皮薄，内饰一般，待定；RAV4空间还行，内饰一般，后备箱设计不好，PASS；途观，神车，口碑不错，外观耐看，内饰简单，价格略高，后备箱空间不大，暂定；最后看神车终结者小威，LP一做进去就被那豪华的内饰及宽敞的空间给吸引了，确定这个就是她想要的，回去后看了多个视频，最终确定就要这款，动力排量由我来定，她只丙车，我喜欢追求低油耗，动力足，内饰豪华，外观大气的，听说有1.5T的4月份出，就耐心的等待，泡网上看视频和各项数据，确定动力足够，最终于15年4月车展时订了一台1.5T精英版外综内棕裸车，《当时我们这里是加价1.5万送踏板装饰及膜》，不加价，但是没有礼物，3个月后提车），最终于15年7月提车，由于该款车型后排座椅不可调节，我们找4S提出异议（当时订车时反复询问该车型的后排是否可调，答复都是可调的），最终达成协议，送脚垫，挡泥板，方向盘套，在4S店买保险（4600元左右），送全车膜（贴膜时前档我没有要，是一般的薄，担心影响视线，拿朋友那测试隔热率，隔紫外线率比较低）；我提出发票少开点，最终开票价格为21.59万，税1.93万。,"质量
                            2016年04月06日 发表了质量评价
                        

                    
                    
                            该车主目前没有发现质量问题",
9819,昂科威                        2018款 20T 两驱领先型,"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]",德州,2018/12/1,15.89万元,10.0升/百公里500公里,9819,3.75,5,3,4,4,4,4,4,4,上下班,                                        口碑                &nbsp;2018年12月13日 发表了口碑                                来自：汽车之家Android版                                                    《买车如姻缘，有缘终牵手》                        【最满意】行车平稳【最不满意】有轻微异响【空间】本人一米七，空间够用，多3人乘座，后排够宽敞。【动力】起步稍慢，五十迈以后较平顺。跑高速：跑高速顺畅，油耗也低。八十迈以后动力澎湃，开到一百二十迈异常平稳，风噪不大。【操控】操控还好，方向较精准。【油耗】目前五百公里，百公里油耗约十升。【舒适性】之前始终开小轿车，乍开这种高底盘车有些不适应。灯光太暗，下一步要改LED灯。【外观】外观感觉还行，看莲顺眼，想买白色，无货，最终选了棕色。【内饰】内饰还可以。【性价比】优惠力度够大，性价比高。【为什么选择这款车】之前看过马自达CX-4、丰田CHR、宋DM，后同事买了这款，固一块买了。            ,,
11110,昂科威                        2021款 532T 两驱豪华型,"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]",鄂尔多斯,2021/1/1,23.88万元,9.0升/百公里199公里,11110,4.75,5,5,5,4,5,5,4,5,自驾游跑长途越野,口碑                &nbsp;2021年11月04日 发表了口碑                                                                                    《喜提新车！昂科威Plus太适合我啦！》                                                                                                                                                                                                                                                                                                                                                                                                【最满意】本来最满意的应该是动力，老澎湃了，买车前还在担心这么大的车肯定老费油了，结果也就9个油嘛，当然了我这刚提的新车，还没怎么开，哈哈。其实我日常开车没有特别注意省油的问题，基本上都是正常开，不得不说，我其实开车的时候挺喜欢起步大脚油门的，过红绿灯一定要是冲在最前面的那个车，要不都白瞎昂科威Plus这动力了!【最不满意】买车主要是为了日常使用，目前还没碰到糟心的事儿，就是这自动启停功能很不好用，经常跟你反着来，用着很不顺手，没办法，慢慢来吧。【空间】空间没的说，我买的五座豪华版，我们家是后排坐俩成年人带1个孩子，刚提回来，没跑多远俩大人坐的很宽松，孩子在后面基本上也是玩疯了，开车路上用的东西也都不用放后备箱，副驾驶和后面都有地方放。之前的福克斯是轿车，后排坐一个大人俩孩子，那个挤啊，也没有地方放东西，现在简直太满意了，完全够用，要是想长途自驾游，带的东西多了完全可以把一部分行李放在车顶行李箱里，这段正在计划买一套车顶行李装备。【动力】前面不是说了么，我非常喜欢这个车的动力，还没有跑高速，不知道高速上表现咋样，但是日常的低速和停车起步等方面，以后有机会了找个安全的空地，和朋友的车拼个零百试试!最大的感触就是刚提回来的时候，和媳妇从商场地下室开出来，都不用深踩油门，动力湃的不要不要的!【操控】方向盘指哪打哪，快速变道超车车身很稳定，车虽然很大但开起来并不笨重，转向手感也很轻盈。之前没有开过福特的车，都说福特操控很好，这回真的是领略到了。开上这个车以后会给你莫名的自信感，有种人车合一的感觉。加上它的主被动安全装，自带并线辅助、车道偏离预警、车道保持、主动刹车、360影像、定速巡航、自动驻车，功能很多，需要的时候用起来也很方便。【油耗】这么大的车，目前油耗9L ，比我想象中省油的多，接近两吨重的车，这么个油耗，太香了我开的不到9个油，基本都是在市里开，估计开了空调油耗会直线上升。【舒适性】车虽然大，但是开起来很舒服，座椅材质也不错，带后座空调出风口，座椅有加热，还有高低靠背调节，真的很好。座椅舒适性：驾驶位坐着很舒服，加上底盘很好，对颠簸的处理做的很到位，虽然空间不小，但是总觉得座椅的包裹性和软度不够，但是孩子到没有说难受，估计是小孩子体重轻吧。PM2.5过滤装置:车内有空气净化器，什么新风系统，反正闻起来，新车味道不是太大【外观】大气的前脸，浑厚的后尾，霸气极了，媳妇看到这个外观喜欢的不得了。外观可能是我最开始想要买它的理由，好不好看见仁见智，我媳妇说没有进口的那个老款的好看，我反而觉得新的好看，侧面看可能和老款的差距不大，但是这个正脸真的是太帅了。还有一大块的全景天窗，看着就很通透，也很高档豪华。还有全系的LED车灯，夜晚的照明度很高，带自动头灯和自适应近光，大灯的高度也可调，非常不错了。【内饰】内饰比老款昂科威要提升好几个档次了，这大屏，这做工，这用料，手感摸上去都一样，细腻，舒适，再加上这设计风格，稳重大气，要是再用上点双拼色桃木设计那就完美了。异味异响：新车多少有一些异味，只能买点炭包来除味，至于异响暂时还没发现。【性价比】25万左右，这么一个大车，配置还挺丰富，相比之前昂科威合算很多。反正我觉得这款车这么个价位值了，要是再有点优惠么，那更好了。总之性价比没的说，买车的时候对比过很多车，有国产有合资有进口。国产车配置都挺高的，但是底盘、性能、可靠度我都不是很放心。合资车基本上昂科威Plus属于这个价格性价比数得上的了，买这个车就是想带家人出去玩，当然了，如果有四驱就更好了，不过我的五座豪华配置也很多，心满意足了。【为什么选择这款车】这是我们家的第二辆美系车，之前有一辆福克斯，配置动力都不错，后来我自己开了个家装器材店，买了一俩二手面包拉货，图便宜省成本不是，渐渐地，福克斯已经不能满足我的日常出行，以及给客户送货，正值昂科威Plus上市，那大家伙，往那一处，太大了，厚实，霸气。那会还没出正式价格，预售那会说是20-30W ，内饰做工竟然不比进口的差，还要更舒服一些，终于忍不住，出手了!,,
8668,昂科威                        2016款 28T 四驱豪华型,"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]",上海,2015/12/1,28.69万元,11.8升/百公里3000公里,8668,4.5,5,5,5,4,4,4,5,4,上下班,                                        口碑                &nbsp;2016年03月08日 发表了口碑                                来自：汽车之家Android版                                                    《内饰很豪华，前排乘坐感很好。整体非常满意，瑕不掩瑜。》                        【最满意】内饰豪华，功能齐全，驾驶很舒适，前排乘坐感不错。自适应巡航体验很好。【最不满意】30迈有抖动，音响数量太少，后排乘坐舒适度一般，过颠簸路比较硬。自动泊车有点鸡肋，你自己停不进去的，他也测不出来，经常装b失败。【空间】【动力】【操控】【油耗】【舒适性】【外观】【内饰】【性价比】【为什么选择这款车】个人一直比较喜欢轿车，感觉操控性更好。看了蒙丢丟跟A4，蒙丢丢内饰太差、又担心异味。A435T的前驱车，却由于有四驱版本，后排中间隆起太高。由于家里已经有一辆轿车了，家里人都想买辆SUV。Q5太贵，锐界7座的也不需要，就定了大威。            ,,
10476,昂科威                        2020款 20T 两驱豪华型,"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]",杭州,2019/11/1,18.89万元,9.3升/百公里1770公里,10476,4.5,5,5,5,4,4,5,4,5,上下班接送小孩自驾游,                                        口碑                &nbsp;2019年12月22日 发表了口碑                                                                                    《1.6吨的大家伙，开起来果然稳得一匹》                        【最满意】月初异地喝喜酒跑了趟高速，感觉昂科威在高速上的表现令我很是踏实，主要是稳，开到120码完全没有发飘的感觉，当时还下着雨。【最不满意】车子重自然会费油一点，我现在油耗9.3升，只是1.5的车哦，油耗我感觉有点高。【空间】空间够大了，家用很方便，后排有时候坐三大一小。【动力】动力还是挺充足的，日常家用挺好，转速大概一千七八的时候涡轮就介入了，超车时动力来得很快很强。【操控】方向精准，底盘扎实，360影像好用，跑过高速之后对昂科威的操控更有信心了。【油耗】市区开得多，油耗基本在10个左右。高速油耗会低点，8个出头。【舒适性】隔音还是不错的，高速上开起来车里面还比较安静。座椅配置高，前排通风加热的功能都有。底盘稍微硬点，压到路面的坑洞时车内震动还是有。【外观】外观没毛病，大气，硬朗，前脸和大灯这么一改之后比老款颜值高了不少。【内饰】看过店里的10寸屏之后再看自己车上的8寸屏，讲真有点失落，要是标配的是10寸屏就好了。【性价比】车子大，配置也算高，说起来昂科威性价比还是很高了，做人要知足。【为什么选择这款车】空间大，性价比高，车皮厚实，主要就是这些原因。            ,,
7744,昂科威                        2014款 28T 四驱精英型,"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]",福州,2015/7/1,27.00万元,10.0升/百公里1000公里,7744,5,5,5,5,5,5,5,5,5,自驾游,"                                        口碑                &nbsp;2015年08月25日 发表了口碑                                                                                    《非常满意》                        【最满意】【最不满意】没有锁车一键升窗、收外后视镜！要是最顶配加上座椅、外后视镜记亿和四窗一键升降窗那就完美了！【空间】前座空间宽敞、储物空间够多，据说有24个之多！后座可前后移动、靠背可四级调整，中间平整无隆起、全景天窗很亮敞；后座放倒后很平整，连后备箱一起真的可以睡人了。【动力】28T发动机的191KW最大功率、353N.S最大扭矩,我相信它的动力，新车不敢开太猛，而六速变速箱感觉提速和行驶都很平顺。【操控】车很好开又平稳，刹车给人有信心，视野也相当不错，尤其A柱多一个小三角窗盲区减去不少。路坎过虑不错很舒服，必竟有CDC实时自动液压减震进行软硬调节，上坡辅助功能实用，特意试一下，上坡停得很稳而且是全自动。【油耗】1800KG的车重又是四驱，235/50 R19的宽轮胎，高速、市区差不多各半目前油耗显示11.5还满意，发动机启停功能还在适应，新车磨合期过后油耗应该还能下降。【舒适性】前座12向调节还有腿托、通风、加热，头枕四向可调，有前窗中空玻璃等物理隔音加上主动降噪做的不错，对静音满意，是我开过最安静一部车；BOSE音响很爽，尤其用SD卡听无损DJ音乐真的又方便又过瘾。导航还没怎么用但好像很多人吐槽。方向盘加热、前后4个SUB接口、230U电源插座，方便又实用。【外观】胖得恰到好处，略显丰满又不雍肿，紫色外观真的很漂亮，不同光线有不同颜色出现，双腰线很有型给人肌肉感、前大灯有神LED日行灯很炫、发动机盖的舷窗大气有特色；19寸十辐大轮毂、可自动开关的直瀑状家族式格栅车头、后侧窗深色玻璃，亮点多多。【内饰】一个字‘好’！氛围灯在没路灯夜间特别漂亮，大面积皮质包裹尽显豪华又上档次，多数人的最爱！内饰作工精细对得起这价位。很多人吐槽空调触控板不好操作，我一开始也不适应，后来参照手机电容屏用指腹点按成功率就很高，在网上淘了一对VIP照地灯效果很炫！【性价比】降3~5万绝对是杀手级，中型、紧凑SUV多数都会颤抖，销量其实也证明了昂科威的实力和魅力，我绝不买加价车，二月定车一分都没加。【为什么选择这款车】就是很喜欢SUV！经常开SUV后，尽管也开过天籁、A4L、 速派等小轿车，但真的对小轿车没太多的感觉。开过霸道、帕杰罗，SUV的视野感觉和安全感真让人很难忘记，再加上自驾游多了，所以SUV便是当然的选择            ",,
9921,昂科威                        2018款 28T 四驱豪华型,"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]",淮安,2018/1/1,24.89万元,9.7升/百公里300公里,9921,3.75,5,4,5,1,5,5,5,3,跑长途,口碑                &nbsp;2018年01月14日 发表了口碑                                来自：汽车之家iPhone版                                                    《四驱豪华版昂科威终于提到手，心情兴奋！》                                                                                                                                                                                                                                                                                                                                                                                                                                                                【最满意】车子空间大，外观大气，升级后的18款更好看，内饰也很高大上，各种科技感丰富，高速行驶定速巡航超级给力。【最不满意】油耗高，可能因为没有过磨合期，还有就是坐垫加热触摸屏反应不是很灵敏，其他的待续……【空间】空间不错，后座是平的坐上去也很舒服，5个大人，身材高大的也是可以承受的，我们主要也就是跑跑长途用，没有其他的用途，正常使用吧！别克车车重，估计有2吨多。                                                                                                【动力】动力超级强大，油门稍微踩一点就反应很快。【操控】操控很好，自带很多功能，特别显高科技【油耗】油耗很高，不是省油的车【舒适性】坐上车很舒服，开车的感觉也不错，主要坐垫可调控各种角度。【外观】外观也很高大上，车身很长。【内饰】内饰非常满意【性价比】性价比还可以不能算很高【为什么选择这款车】车子看了好久，纠结于精英型和豪华型的选择，老公比较喜欢豪华版的，因为带很多炫酷的技能，抬头显，坐垫加热……目前好多功能尚待发现总之有优点就有缺点，油耗高这个对于别克车是通病，我们选择的时候就已经考虑好了，但是因为我们一开始就是走高速提车所以平均油耗9.7，有点超出想象，希望能给其他考虑这款的车的一点建议。不过内饰真的高大上，很酷也很装B，油门的动力很强，开在高速上很666，反正外观内饰真的是没有话说，有个朋友看到的时候以为是七座车呢，总体觉得非常不错??,,
7419,昂科威                        2014款 28T 四驱豪华型,"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]",保定定州,2015/1/1,29.90万元,14.5升/百公里17600公里,7419,4.5,4,5,5,4,4,4,5,4,上下班自驾游越野,                                                                                                                                            追加                            2017年07月22日 发表了追加口碑                                                                                                                                                    购车2年7个月后追加口碑                                                                                                                            当前行驶里程 17600 公里                                    当前平均油耗 9.8 升/百公里                                                                                                                                    免费保养 5 次&nbsp;&nbsp;收费保养 3 次&nbsp;&nbsp;共花费 2000 元                                                                                                                            【油耗】平时城市路比较多，油耗显示是14多，有点儿坑啊。高速路况的话是7-8个，感觉还行，这车跑高速不错，也稳当，前阵子跑了趟内蒙古，一路都是高速，油耗最低到7.1了，很是惊喜哈！！城市路段表现：城市里红绿灯较多，路程较短，平均也就是13-14个油，有点儿费油，毕竟车2.0t的，油耗还可以吧！高速路段表现：高速上是个惊喜，跑120的话，也就是7-8个，而且车特别稳，很舒服，一点也不费劲。【保养】在4s做了二次保养，换机油，回来都是半年一保，在外面换的，差不多五百五吧，别的空气滤芯和空调滤芯加起来也就是600多。保养服务：4sde的服务还行，就是价格很高，跟外面差距有点大，建议还是外面保养！【故障】车的蓝牙有点问题，不知道怎么有阵子连不上手机，可能是苹果手机的过，后来又上了，有点儿摸不清原因。维修服务：暂时没有维修过，车身有点刮蹭，也一直没有去喷漆，想着过一阵子在看。【吐槽】车的蓝牙连上手机手机在用usb充电的话，就无法播放音乐，这是个不好的地方，因为有时手机没电了，想冲着电连蓝牙听歌。再就是车的导航界面不好，导航系统也不好，有点地图都不显示，而且还无法升级。自驾游：前阵子开车去了趟乌兰布统，一路上高速，加油900，综合油耗8个多，感觉很满意，就是车的底盘有点低，不敢上那种泥坑道路。汽车保险：买了强险，第三者，指定专修，防盗，车身剐蹭险，一共5800元，没有出过险，保险公司态度还行。小意外：有一次在楼下放车，不知道哪个不要脸的给我挂了还几个大口子，都见底漆了，找不到人，只能自己修。                                                                                                                                                                                                                追加                            2016年08月17日 发表了追加口碑                                                                                                                                                    购车1年7个月后追加口碑                                                                                                                            当前行驶里程 13000 公里                                    当前平均油耗 14.2 升/百公里                                                                                                                                    免费保养 2 次&nbsp;&nbsp;收费保养 1 次&nbsp;&nbsp;共花费 680 元                                                                                                                            【油耗】买车一年多了吧，油耗一直不定，因为加95号汽油，本来成本就要高，现在油耗14个左右，主要市里多，而且经常过红绿灯，单位离家也很近，所以不是很看重油耗。在高速油耗大概9个，有时会低到8个，还可以接受。毕竟2.0t，要的就是动力！哈哈【保养】已经完成三保，前两次在4s做的，免费保养，第三次在外边保的，六百多吧，感觉还可以，要在4s保得要1000多吧，感觉没必要，外边也很不错。【故障】故障嘛，就不太多吧，就是自动泊车很烂，很不爽的一个技术，感觉技术根本不到家，再就是车的刹车片老是吱吱吱吱的响，因为才一万多，就没觉得什么，应该不是该换。【吐槽】                                                                                                                                                                                                                质量                            2016年06月27日 发表了质量评价                                                                                                【操控不易理解/使用】                                                                        功能操作-雨刷/喷洗器-操控不易理解/使用                                        功能操作-自动泊车入位-不易理解/使用                                                                【地图信息缺失】                                                                        电子设备-导航系统-地图信息缺失                                        电子设备-导航系统-错误路线指示                                                                【座椅材质凹陷或松动或缝线松脱】                                                                        座椅-前排乘客座-座椅材质凹陷或松动或缝线松脱                                        座椅-后座（第二排）-座椅材质凹陷或松动或缝线松脱                                                                【不易使用】                                                                        空调系统-空调系统出风口-不易使用                                        空调系统-空调系统出风口-位置不佳                                        空调系统-空调效果-冷风冷得不够快                                        空调系统-空调效果-窗户易起雾或未能完全消除雾气                                        空调系统-风扇/鼓风机噪音过大                                                                                                                                                                            口碑                &nbsp;2016年06月26日 发表了口碑                                来自：手机汽车之家                                                    《很喜欢昂科威的大眼睛，还有胖胖的车身线条。》                                                                                                                                                                                                                                                        【最满意】昂科威车开起来很稳，舒适度很好，静音效果超好。外表很时尚。尤其车灯，一双丹凤眼??，再就是内饰，别说同等价位的车了，就是奥迪也不及昂科威的内饰。（个人意见，不喜勿喷）。【最不满意】昂科威的自助泊车超级垃圾，用过三次，第三次没来急刹车撞柱子上了。希望通用改进！还有一键升窗功能尽然没有！【空间】前排空间一般吧，因为前排内饰占地较多，不是很大，但是也可以。第二排还可以，后面后背箱也不小，总体评价不错！【动力】2.0T动了推背感十足，起步很快，1.5t的不知道，2.0t的起步很快????【操控】方向盘很轻，有时减震偏硬，舒适度四星吧【油耗】偏高，能接受，高速上最佳油耗7个，感觉2.0t跑高速很划算！【舒适性】座椅偏硬，美系车的过吧。静音效果不错！前面玻璃是两层的，而且很厚！【外观】再大点就好了，昂科威有点偏小，酱凑上中型SUV的边，是该设计再大点！！！【内饰】很大方，超豪华，朋友们和岁数大的朋友都很喜欢内饰。【性价比】个人感觉比途观和q5性价比要好，途观内饰很烂，外形换代后也不是很喜欢，而且烧机油。Q5属于豪华品牌，也很拉风，但是价格高，而且功能少。个人觉得昂科威价格较合理。【为什么选择这款车】            ,,
